column_1,column_2,column_3,column_4
meta-llama/Llama-3.2-1B,"As of 1990, it", was,"[('was', 14.510679244995117, 0.4192652160114702), ('will', 9.827848434448242, 0.003879370440652652), ('is', 14.82730484008789, 0.5754367332287955), ('were', 7.1953630447387695, 0.00027892495640393413), ('are', 8.602989196777344, 0.0011397553626776242)]"
meta-llama/Llama-3.2-1B,"As of 1991, it", was,"[('was', 14.398990631103516, 0.3810897926305133), ('will', 9.925931930541992, 0.004349132165413025), ('is', 14.874792098999023, 0.61328913169573), ('were', 7.037232398986816, 0.00024202283238886389), ('are', 8.485437393188477, 0.0010299206759550447)]"
meta-llama/Llama-3.2-1B,"As of 1992, it", was,"[('was', 14.456155776977539, 0.3924035248165455), ('will', 10.054698944091797, 0.004810658021068766), ('is', 14.883583068847656, 0.6016753428437916), ('were', 6.959944248199463, 0.00021785603627238087), ('are', 8.370268821716309, 0.000892618282321804)]"
meta-llama/Llama-3.2-1B,"As of 1993, it", was,"[('was', 14.426346778869629, 0.3842307996437407), ('will', 10.028751373291016, 0.004728689047894254), ('is', 14.888368606567383, 0.6098818442604169), ('were', 6.976990222930908, 0.00022355157226339905), ('are', 8.408018112182617, 0.000935115475684936)]"
meta-llama/Llama-3.2-1B,"As of 1994, it", was,"[('was', 14.418380737304688, 0.380117315747432), ('will', 10.148897171020508, 0.005317463289963458), ('is', 14.89706802368164, 0.6134919956880216), ('were', 6.859021186828613, 0.0001981205451302354), ('are', 8.344489097595215, 0.000875104729452654)]"
meta-llama/Llama-3.2-1B,"As of 1995, it", was,"[('was', 14.508541107177734, 0.4160361806921179), ('will', 10.093870162963867, 0.005033428111541518), ('is', 14.836977005004883, 0.5777886400390038), ('were', 7.021491050720215, 0.00023310230904871818), ('are', 8.381972312927246, 0.0009086488482880513)]"
meta-llama/Llama-3.2-1B,"As of 1996, it", was,"[('was', 14.44871711730957, 0.3806356411230339), ('will', 10.05987548828125, 0.00472563038101622), ('is', 14.925984382629395, 0.6134568087987733), ('were', 7.010348320007324, 0.00022390661704180194), ('are', 8.463980674743652, 0.0009580130801348406)]"
meta-llama/Llama-3.2-1B,"As of 1997, it", was,"[('was', 14.47154426574707, 0.37828535578079947), ('will', 10.062241554260254, 0.00460133329761459), ('is', 14.959152221679688, 0.6160060446472311), ('were', 6.954449653625488, 0.00020567751626336051), ('are', 8.43229866027832, 0.0009015887580914457)]"
meta-llama/Llama-3.2-1B,"As of 1998, it", was,"[('was', 14.545269966125488, 0.39787104565698556), ('will', 10.122157096862793, 0.00477319111288342), ('is', 14.94980239868164, 0.5962502010852391), ('were', 6.994405269622803, 0.00020914306292064974), ('are', 8.44979476928711, 0.0008964190819713761)]"
meta-llama/Llama-3.2-1B,"As of 1999, it", was,"[('was', 14.484798431396484, 0.3798013915817124), ('will', 10.074983596801758, 0.004617408549799131), ('is', 14.965740203857422, 0.6143656271152157), ('were', 7.065821170806885, 0.00022779053049079654), ('are', 8.532856941223145, 0.000987782222781942)]"
meta-llama/Llama-3.2-1B,"As of 2000, it", was,"[('was', 14.433303833007812, 0.3414106972192734), ('will', 9.611549377441406, 0.0027492597336926873), ('is', 15.083749771118164, 0.65427783236039), ('were', 7.20355224609375, 0.00024742062792619285), ('are', 8.873894691467285, 0.0013147900587174935)]"
meta-llama/Llama-3.2-1B,"As of 2001, it", is,"[('was', 14.47869873046875, 0.3529064026079059), ('will', 10.232958793640137, 0.005055430118194155), ('is', 15.07486343383789, 0.6405758751698759), ('were', 7.171761512756348, 0.00023675383598698033), ('are', 8.815876007080078, 0.0012255382680372)]"
meta-llama/Llama-3.2-1B,"As of 2002, it", is,"[('was', 14.617457389831543, 0.3381680109605505), ('will', 10.281637191772461, 0.004427002187033431), ('is', 15.28024959564209, 0.6561143262903323), ('were', 7.170924186706543, 0.00019730779521242618), ('are', 8.883163452148438, 0.0010933527668713324)]"
meta-llama/Llama-3.2-1B,"As of 2003, it", is,"[('was', 14.564608573913574, 0.33583467805095024), ('will', 10.138612747192383, 0.004017352817228349), ('is', 15.238717079162598, 0.6590026228338947), ('were', 7.024592399597168, 0.00017845886276020181), ('are', 8.714316368103027, 0.0009668874351665737)]"
meta-llama/Llama-3.2-1B,"As of 2004, it", is,"[('was', 14.567787170410156, 0.29616288998470247), ('will', 10.355878829956055, 0.004388560489133615), ('is', 15.425759315490723, 0.6984626824806459), ('were', 6.901439666748047, 0.00013870056242464091), ('are', 8.711019515991211, 0.0008471664830933434)]"
meta-llama/Llama-3.2-1B,"As of 2005, it", is,"[('was', 14.390214920043945, 0.2848041261511705), ('will', 10.397666931152344, 0.005255387171671787), ('is', 15.302196502685547, 0.7089487577656074), ('were', 6.8194899559021, 0.0001467648993233684), ('are', 8.569952011108398, 0.0008449640122270409)]"
meta-llama/Llama-3.2-1B,"As of 2006, it", is,"[('was', 14.453649520874023, 0.2718349745854682), ('will', 10.173428535461426, 0.0037620882379851652), ('is', 15.432621002197266, 0.7235478295187705), ('were', 6.727640628814697, 0.00011993399598649988), ('are', 8.54080581665039, 0.0007351736617895572)]"
meta-llama/Llama-3.2-1B,"As of 2007, it", is,"[('was', 14.437580108642578, 0.28269594449950797), ('will', 10.339269638061523, 0.004692950308927835), ('is', 15.361067771911621, 0.7118445666178613), ('were', 6.557159423828125, 0.00010687997898506572), ('are', 8.377175331115723, 0.0006596585947178766)]"
meta-llama/Llama-3.2-1B,"As of 2008, it", is,"[('was', 14.42379379272461, 0.2844701520738144), ('will', 10.373421669006348, 0.004954301606979666), ('is', 15.33820629119873, 0.7098408804754707), ('were', 6.4464521408081055, 9.761605340515704e-05), ('are', 8.322257995605469, 0.0006370497903300734)]"
meta-llama/Llama-3.2-1B,"As of 2009, it", is,"[('was', 14.405705451965332, 0.2807470259147646), ('will', 10.211316108703613, 0.004233650642644325), ('is', 15.339530944824219, 0.7142831790777043), ('were', 6.454344272613525, 9.887417674516562e-05), ('are', 8.317689895629883, 0.0006372701881416803)]"
meta-llama/Llama-3.2-1B,"As of 2010, it", is,"[('was', 14.467826843261719, 0.32351019630644867), ('will', 10.205510139465332, 0.004558136730865479), ('is', 15.197476387023926, 0.6710745112765019), ('were', 6.551608085632324, 0.00011800973883011229), ('are', 8.386336326599121, 0.0007391459473539033)]"
meta-llama/Llama-3.2-1B,"As of 2011, it", is,"[('was', 14.561235427856445, 0.3252209307654029), ('will', 10.512683868408203, 0.005674333882252128), ('is', 15.281715393066406, 0.6684654441344662), ('were', 6.353916645050049, 8.867173982297863e-05), ('are', 8.18001937866211, 0.0005506194780557268)]"
meta-llama/Llama-3.2-1B,"As of 2012, it", is,"[('was', 14.494443893432617, 0.31449492776064614), ('will', 10.798495292663574, 0.007806988915287092), ('is', 15.261308670043945, 0.6771093116672018), ('were', 6.160800933837891, 7.557157855424624e-05), ('are', 8.076386451721191, 0.0005132000783105269)]"
meta-llama/Llama-3.2-1B,"As of 2013, it", is,"[('was', 14.499237060546875, 0.33692181470408866), ('will', 10.667970657348633, 0.007305185923301379), ('is', 15.164314270019531, 0.6551918601888701), ('were', 6.096561908721924, 7.556030104023457e-05), ('are', 7.997334957122803, 0.0005055788826996237)]"
meta-llama/Llama-3.2-1B,"As of 2014, it", is,"[('was', 14.392534255981445, 0.29460909242352795), ('will', 10.838133811950684, 0.00842538289888986), ('is', 15.252875328063965, 0.6964461250496109), ('were', 5.9312744140625, 6.231142552473222e-05), ('are', 7.92400598526001, 0.00045708820244646066)]"
meta-llama/Llama-3.2-1B,"As of 2015, it", is,"[('was', 14.351310729980469, 0.30715942231601806), ('will', 10.978639602661133, 0.010534923401963133), ('is', 15.14875316619873, 0.6818497597491002), ('were', 5.755119800567627, 5.676564228182834e-05), ('are', 7.705472946166992, 0.0003991288906366546)]"
meta-llama/Llama-3.2-1B,"As of 2016, it", is,"[('was', 14.233392715454102, 0.26709804167652057), ('will', 11.12010383605957, 0.011873712332646499), ('is', 15.225830078125, 0.7205776276247807), ('were', 5.6948699951171875, 5.229225891066196e-05), ('are', 7.725292682647705, 0.0003983261071416263)]"
meta-llama/Llama-3.2-1B,"As of 2017, it", is,"[('was', 14.142387390136719, 0.280103137074365), ('will', 11.204347610473633, 0.01483691159264396), ('is', 15.064910888671875, 0.7046360163158562), ('were', 5.505568504333496, 4.9704440501561555e-05), ('are', 7.524346351623535, 0.000374230576633255)]"
meta-llama/Llama-3.2-1B,"As of 2018, it", is,"[('was', 13.986244201660156, 0.23542420498619282), ('will', 11.407659530639648, 0.017864300634031376), ('is', 15.139974594116211, 0.7462938376613164), ('were', 5.413381576538086, 4.45352792992957e-05), ('are', 7.539003849029541, 0.0003731214391600512)]"
meta-llama/Llama-3.2-1B,"As of 2019, it", is,"[('was', 14.010000228881836, 0.2530163576790995), ('will', 11.364355087280273, 0.017953929415056493), ('is', 15.067604064941406, 0.7285512531765033), ('were', 5.480987548828125, 5.000868750443322e-05), ('are', 7.62896728515625, 0.00042845104183614327)]"
meta-llama/Llama-3.2-1B,"As of 2020, it", is,"[('was', 13.947712898254395, 0.2736565604405133), ('will', 10.998910903930664, 0.01434027334658621), ('is', 14.90323257446289, 0.7115129137128504), ('were', 5.280986785888672, 4.712968502279802e-05), ('are', 7.521930694580078, 0.00044312281502737925)]"
meta-llama/Llama-3.2-1B,"As of 2021, it", is,"[('was', 13.772260665893555, 0.23187844067362384), ('will', 11.243120193481445, 0.018487092748657997), ('is', 14.944979667663574, 0.7491447881943957), ('were', 5.111682415008545, 4.018084139595317e-05), ('are', 7.526422500610352, 0.00044949754192653445)]"
meta-llama/Llama-3.2-1B,"As of 2022, it", is,"[('was', 13.5031099319458, 0.1845075598862922), ('will', 11.363451957702637, 0.021715634030897615), ('is', 14.961662292480469, 0.7933327940031769), ('were', 4.870862007141113, 3.28909581526442e-05), ('are', 7.396552085876465, 0.0004111211214807349)]"
meta-llama/Llama-3.2-1B,"As of 2023, it", is,"[('was', 13.176521301269531, 0.13357813105973565), ('will', 11.761200904846191, 0.032439154376804134), ('is', 15.007461547851562, 0.8334942508889596), ('were', 4.6557087898254395, 2.6619108580400866e-05), ('are', 7.509307861328125, 0.0004618445659202959)]"
meta-llama/Llama-3.2-1B,"As of 2024, it", is,"[('was', 12.460075378417969, 0.03770495748323766), ('will', 14.532252311706543, 0.2994563060689743), ('is', 15.325745582580566, 0.6621299185051451), ('were', 4.626123428344727, 1.4933319328770473e-05), ('are', 8.464834213256836, 0.000693884623314072)]"
meta-llama/Llama-3.2-1B,"As of 2025, it", is,"[('was', 12.313183784484863, 0.023996681033685532), ('will', 14.799169540405273, 0.28827107971297916), ('is', 15.667558670043945, 0.6869698577521226), ('were', 4.528721809387207, 9.986246880218382e-06), ('are', 8.850774765014648, 0.0007523952543324052)]"
meta-llama/Llama-3.2-1B,"As of 2026, it", is,"[('was', 12.072921752929688, 0.0223144483904503), ('will', 14.738371849060059, 0.3207572077130484), ('is', 15.454025268554688, 0.6561161913193952), ('were', 4.612163543701172, 1.2835714081987255e-05), ('are', 8.74368953704834, 0.0007993168630240151)]"
meta-llama/Llama-3.2-1B,"As of 2027, it", is,"[('was', 12.02061939239502, 0.017469344704550947), ('will', 14.929890632629395, 0.3204476273873456), ('is', 15.654144287109375, 0.6611445557148464), ('were', 4.339554786682129, 8.061811530863583e-06), ('are', 9.088042259216309, 0.0009304103817260585)]"
meta-llama/Llama-3.2-1B,"As of 2028, it", is,"[('was', 11.962149620056152, 0.014553688215089434), ('will', 14.93748664855957, 0.28519737247360044), ('is', 15.834426879882812, 0.6993292818323336), ('were', 4.349125862121582, 7.189171733705979e-06), ('are', 9.192703247070312, 0.0009124683072429318)]"
meta-llama/Llama-3.2-1B,"As of 2029, it", is,"[('was', 12.088369369506836, 0.019606615710061993), ('will', 14.969650268554688, 0.34972528439541706), ('is', 15.557848930358887, 0.629764919666427), ('were', 4.92237663269043, 1.5144381236375923e-05), ('are', 8.993759155273438, 0.0008880358468576372)]"
meta-llama/Llama-3.2-1B,"As of 2030, it", is,"[('was', 12.375070571899414, 0.02065632617674285), ('will', 14.741287231445312, 0.22013440341362317), ('is', 15.978832244873047, 0.7588341921375854), ('were', 4.356287479400635, 6.800484171637462e-06), ('are', 8.34813117980957, 0.0003682777878768531)]"
meta-llama/Llama-3.2-1B,"As of 2031, it", is,"[('was', 12.175509452819824, 0.022221233730814), ('will', 14.884765625, 0.33372072092120775), ('is', 15.541467666625977, 0.6435543734647279), ('were', 4.753559112548828, 1.3287892002341604e-05), ('are', 8.361894607543945, 0.0004903839912481193)]"
meta-llama/Llama-3.2-1B,"As of 2032, it", is,"[('was', 11.76341438293457, 0.019314638902010416), ('will', 14.759292602539062, 0.38634916005976694), ('is', 15.18947696685791, 0.5940276604284876), ('were', 4.210261344909668, 1.0129637589825726e-05), ('are', 7.593267440795898, 0.0002984109721449954)]"
meta-llama/Llama-3.2-1B,"As of 2033, it", is,"[('was', 12.631244659423828, 0.05724013417381141), ('will', 13.965136528015137, 0.2172713791444883), ('is', 15.170538902282715, 0.7252740196621639), ('were', 4.6001386642456055, 1.8613824969336133e-05), ('are', 6.953599452972412, 0.0001958531945669719)]"
meta-llama/Llama-3.2-1B,"As of 2034, it", is,"[('was', 12.20032787322998, 0.03163142935297325), ('will', 14.459900856018066, 0.30299739523005687), ('is', 15.246171951293945, 0.665138509644911), ('were', 4.504396915435791, 1.4381972999136372e-05), ('are', 7.224217414855957, 0.00021828379905980416)]"
meta-llama/Llama-3.2-1B,"As of 2035, it", is,"[('was', 11.647435188293457, 0.017151926189662537), ('will', 14.567977905273438, 0.31819143501371), ('is', 15.304089546203613, 0.6643205835282838), ('were', 4.063531398773193, 8.722989144948567e-06), ('are', 7.688545227050781, 0.00032733227919872355)]"
meta-llama/Llama-3.2-1B,"As of 2036, it", is,"[('was', 12.110368728637695, 0.03603440216706914), ('will', 14.376991271972656, 0.34761538089005917), ('is', 14.949317932128906, 0.6161086336969281), ('were', 4.38047456741333, 1.583678210253079e-05), ('are', 7.0375518798828125, 0.00022574646384089793)]"
meta-llama/Llama-3.2-1B,"As of 2037, it", will,"[('was', 11.989233016967773, 0.03543606451367017), ('will', 14.331457138061523, 0.36868926691961845), ('is', 14.811126708984375, 0.5956324398344826), ('were', 4.340778350830078, 1.689521905852586e-05), ('are', 6.931329250335693, 0.0002253335131701283)]"
meta-llama/Llama-3.2-1B,"As of 2038, it", will,"[('was', 10.741994857788086, 0.012294841294275865), ('will', 14.611173629760742, 0.5889601588868073), ('is', 14.220447540283203, 0.39847009437388026), ('were', 3.9508917331695557, 1.3816063290584112e-05), ('are', 6.889922618865967, 0.0002610893817458034)]"
meta-llama/Llama-3.2-1B,"As of 2039, it", is,"[('was', 12.525228500366211, 0.0577468010438696), ('will', 14.1561918258667, 0.2950164979966382), ('is', 14.941473007202148, 0.6469781104341349), ('were', 4.94119930267334, 2.936472241404571e-05), ('are', 6.996112823486328, 0.00022922580294315728)]"
meta-llama/Llama-3.2-1B,"As of 2040, it", is,"[('was', 12.547657012939453, 0.03122087843911178), ('will', 14.566272735595703, 0.23502755777835796), ('is', 15.704301834106445, 0.7334297893213338), ('were', 4.442273139953613, 9.425873968147058e-06), ('are', 7.942934513092041, 0.0003123485872284494)]"
meta-llama/Llama-3.2-1B,"As of 2041, it", is,"[('was', 12.841107368469238, 0.05685110763167765), ('will', 14.483521461486816, 0.2937854668641839), ('is', 15.276002883911133, 0.6489341312390641), ('were', 5.214232444763184, 2.769677716774818e-05), ('are', 7.88836669921875, 0.0004015974879065629)]"
meta-llama/Llama-3.2-1B,"As of 2042, it", is,"[('was', 12.335956573486328, 0.03869662565698627), ('will', 14.445148468017578, 0.31892127912858614), ('is', 15.144872665405273, 0.6420514854164896), ('were', 4.67454195022583, 1.8212224776758253e-05), ('are', 7.516725540161133, 0.00031239757316118476)]"
meta-llama/Llama-3.2-1B,"As of 2043, it", is,"[('was', 12.92877197265625, 0.08967379386582723), ('will', 13.508689880371094, 0.16014769464566775), ('is', 15.052606582641602, 0.7499549838928337), ('were', 4.8489179611206055, 2.7773430900926228e-05), ('are', 6.801697731018066, 0.00019575416477049976)]"
meta-llama/Llama-3.2-1B,"As of 2044, it", is,"[('was', 12.690465927124023, 0.0661394604684677), ('will', 13.74707317352295, 0.1902564305131912), ('is', 15.109889030456543, 0.7433660984421289), ('were', 4.56145715713501, 1.9501903166647683e-05), ('are', 6.977770805358887, 0.00021850867304568384)]"
meta-llama/Llama-3.2-1B,"As of 2045, it", is,"[('was', 12.296903610229492, 0.03230124653818241), ('will', 14.449384689331055, 0.2779904890621918), ('is', 15.357499122619629, 0.6893170565920216), ('were', 4.660821914672852, 1.5592334346232957e-05), ('are', 7.842608451843262, 0.0003756154732580376)]"
meta-llama/Llama-3.2-1B,"As of 2046, it", is,"[('was', 12.724214553833008, 0.06012974131277861), ('will', 14.24001407623291, 0.2737743166989439), ('is', 15.12834358215332, 0.665563207795832), ('were', 5.408855438232422, 4.00008516961646e-05), ('are', 7.919922828674316, 0.0004927333407492603)]"
meta-llama/Llama-3.2-1B,"As of 2047, it", is,"[('was', 12.68902587890625, 0.07363143698368886), ('will', 14.081942558288574, 0.2964826636817829), ('is', 14.835026741027832, 0.6295925912183333), ('were', 5.076389312744141, 3.638624360564942e-05), ('are', 7.030970573425293, 0.0002569218725892273)]"
meta-llama/Llama-3.2-1B,"As of 2048, it", is,"[('was', 12.268928527832031, 0.09747311830690869), ('will', 13.381267547607422, 0.2964609925514751), ('is', 14.095832824707031, 0.6057582185655676), ('were', 5.15157413482666, 7.904185452568291e-05), ('are', 6.213696002960205, 0.00022862872152298405)]"
meta-llama/Llama-3.2-1B,"As of 2049, it", is,"[('was', 13.288824081420898, 0.16530744135764067), ('will', 12.938913345336914, 0.1165005839008139), ('is', 14.757304191589355, 0.7178690216231497), ('were', 5.567741870880127, 7.329409816926079e-05), ('are', 6.793357849121094, 0.00024965902022642205)]"
meta-llama/Llama-3.2-1B,"As of 2050, it", is,"[('was', 12.726414680480957, 0.03245742247570277), ('will', 14.50439453125, 0.19207943367582528), ('is', 15.899571418762207, 0.7751727370579883), ('were', 4.834299087524414, 1.212863079233252e-05), ('are', 7.96735143661499, 0.00027827815969139874)]"
meta-llama/Llama-3.2-1B,"In 1950, after the school bell, he", was,"[('was', 10.693460464477539, 0.16262444297697118), ('will', 7.766453742980957, 0.008709695148946732), ('is', 12.313277244567871, 0.8216054497759364), ('were', 5.199558734893799, 0.0006686742769204338), ('are', 7.4570231437683105, 0.006391737821225185)]"
meta-llama/Llama-3.2-1B,"In 1951, after the school bell, he", was,"[('was', 10.723456382751465, 0.16457232900809818), ('will', 7.770437240600586, 0.008587700639745646), ('is', 12.329364776611328, 0.8199624589555787), ('were', 5.162329196929932, 0.0006326885359573899), ('are', 7.451858997344971, 0.006244822860619891)]"
meta-llama/Llama-3.2-1B,"In 1952, after the school bell, he", was,"[('was', 10.716751098632812, 0.1579134435028804), ('will', 7.708930015563965, 0.0078007975144842165), ('is', 12.373141288757324, 0.8275232860598556), ('were', 5.1548895835876465, 0.0006066432070282292), ('are', 7.472103595733643, 0.006155829715751597)]"
meta-llama/Llama-3.2-1B,"In 1953, after the school bell, he", was,"[('was', 10.727824211120605, 0.16599391646128042), ('will', 7.74531364440918, 0.0084101606255124), ('is', 12.323531150817871, 0.8186511767882382), ('were', 5.165650844573975, 0.000637486469374589), ('are', 7.457574367523193, 0.006307259655594347)]"
meta-llama/Llama-3.2-1B,"In 1954, after the school bell, he", was,"[('was', 10.672418594360352, 0.16296785621299065), ('will', 7.721606254577637, 0.008522763480570364), ('is', 12.289907455444336, 0.8214259893217469), ('were', 5.1608686447143555, 0.0006583642236385405), ('are', 7.439066410064697, 0.006425026761053407)]"
meta-llama/Llama-3.2-1B,"In 1955, after the school bell, he", was,"[('was', 10.666893005371094, 0.16284219505506567), ('will', 7.765789031982422, 0.008950215676975319), ('is', 12.284879684448242, 0.8212013117067009), ('were', 5.137583255767822, 0.0006462763073872621), ('are', 7.424139976501465, 0.006360001253870902)]"
meta-llama/Llama-3.2-1B,"In 1956, after the school bell, he", was,"[('was', 10.694273948669434, 0.15987478222290502), ('will', 7.696040630340576, 0.007973771392197793), ('is', 12.335775375366211, 0.8254199807865811), ('were', 5.13407039642334, 0.0006151970509053866), ('are', 7.430835247039795, 0.006116268547410706)]"
meta-llama/Llama-3.2-1B,"In 1957, after the school bell, he", was,"[('was', 10.689276695251465, 0.1741430148382004), ('will', 7.717477798461914, 0.008918056031812303), ('is', 12.22680950164795, 0.8103041673082215), ('were', 5.1111860275268555, 0.0006582214976405458), ('are', 7.317241668701172, 0.005976540324125148)]"
meta-llama/Llama-3.2-1B,"In 1958, after the school bell, he", was,"[('was', 10.710808753967285, 0.17323061692187566), ('will', 7.688445568084717, 0.008433910695927867), ('is', 12.25543212890625, 0.811794417356986), ('were', 5.114902019500732, 0.0006432106638446831), ('are', 7.3307719230651855, 0.005897844361365701)]"
meta-llama/Llama-3.2-1B,"In 1959, after the school bell, he", was,"[('was', 10.69858455657959, 0.17650761271980006), ('will', 7.740044593811035, 0.00915979725064121), ('is', 12.219231605529785, 0.8075549125562604), ('were', 5.136581897735596, 0.0006779792122948621), ('are', 7.333459854125977, 0.006099698261003443)]"
meta-llama/Llama-3.2-1B,"In 1960, after the school bell, he", was,"[('was', 10.6818265914917, 0.19160186558072428), ('will', 7.660019397735596, 0.009333521747958795), ('is', 12.101348876953125, 0.7923014101613295), ('were', 5.108843803405762, 0.0007279206851102559), ('are', 7.224029541015625, 0.006035281824877219)]"
meta-llama/Llama-3.2-1B,"In 1961, after the school bell, he", was,"[('was', 10.687398910522461, 0.19755472665552914), ('will', 7.724311828613281, 0.010205518067688043), ('is', 12.067632675170898, 0.7854441921287987), ('were', 5.103071689605713, 0.0007420700910312067), ('are', 7.202018737792969, 0.006053493056952854)]"
meta-llama/Llama-3.2-1B,"In 1962, after the school bell, he", was,"[('was', 10.699077606201172, 0.19550191290120075), ('will', 7.6926422119140625, 0.009671029525767537), ('is', 12.093196868896484, 0.7881507878833572), ('were', 5.1221113204956055, 0.0007397846699615671), ('are', 7.204624652862549, 0.005936485019712868)]"
meta-llama/Llama-3.2-1B,"In 1963, after the school bell, he", was,"[('was', 10.68165397644043, 0.19723060315406418), ('will', 7.719821453094482, 0.010201564543957008), ('is', 12.063685417175293, 0.7855664573485414), ('were', 5.113288879394531, 0.0007527730594271094), ('are', 7.22963809967041, 0.006248601894010374)]"
meta-llama/Llama-3.2-1B,"In 1964, after the school bell, he", was,"[('was', 10.68163776397705, 0.19455018374637084), ('will', 7.709128379821777, 0.009956053516014573), ('is', 12.080915451049805, 0.7883702429498888), ('were', 5.162750244140625, 0.0007802059342018408), ('are', 7.2583489418029785, 0.006343313853523985)]"
meta-llama/Llama-3.2-1B,"In 1965, after the school bell, he", was,"[('was', 10.702336311340332, 0.2017253394148008), ('will', 7.760157108306885, 0.010641142577607484), ('is', 12.055607795715332, 0.7806903174625018), ('were', 5.132200241088867, 0.0007685658725311785), ('are', 7.215878963470459, 0.006174634672558581)]"
meta-llama/Llama-3.2-1B,"In 1966, after the school bell, he", was,"[('was', 10.694451332092285, 0.19530054778558104), ('will', 7.729584217071533, 0.010071126100119086), ('is', 12.089134216308594, 0.7877828863337173), ('were', 5.12930154800415, 0.000747807160272653), ('are', 7.22781229019165, 0.006097632620309991)]"
meta-llama/Llama-3.2-1B,"In 1967, after the school bell, he", was,"[('was', 10.713775634765625, 0.21015310170944218), ('will', 7.731367588043213, 0.010648598360189195), ('is', 12.015926361083984, 0.7727743158505918), ('were', 5.06305456161499, 0.0007386842231183895), ('are', 7.103823184967041, 0.005685299856658496)]"
meta-llama/Llama-3.2-1B,"In 1968, after the school bell, he", was,"[('was', 10.687780380249023, 0.21025933105410094), ('will', 7.72263240814209, 0.010839465715058425), ('is', 11.989033699035645, 0.7724714092532659), ('were', 5.0604248046875, 0.0007565293897010754), ('are', 7.0752034187316895, 0.005673264587873721)]"
meta-llama/Llama-3.2-1B,"In 1969, after the school bell, he", was,"[('was', 10.683761596679688, 0.2076888884221854), ('will', 7.723341464996338, 0.010757692709741081), ('is', 12.000925064086914, 0.7752648389461145), ('were', 5.06423807144165, 0.0007531564574139223), ('are', 7.0588884353637695, 0.005535423464545166)]"
meta-llama/Llama-3.2-1B,"In 1970, after the school bell, he", was,"[('was', 10.78962230682373, 0.21216440075927637), ('will', 7.7646403312683105, 0.010302426745774109), ('is', 12.080430030822754, 0.7713707858231248), ('were', 5.081125259399414, 0.0007038883015394827), ('are', 7.129434585571289, 0.005458498370285327)]"
meta-llama/Llama-3.2-1B,"In 1971, after the school bell, he", was,"[('was', 10.803451538085938, 0.2040026454317457), ('will', 7.7733330726623535, 0.009855350406022317), ('is', 12.144495010375977, 0.7799083664349133), ('were', 5.07655668258667, 0.0006644724284020058), ('are', 7.202563762664795, 0.005569165298916753)]"
meta-llama/Llama-3.2-1B,"In 1972, after the school bell, he", was,"[('was', 10.807674407958984, 0.21566861210725027), ('will', 7.754997253417969, 0.010186526053038993), ('is', 12.077960968017578, 0.7681842294222031), ('were', 5.091300010681152, 0.0007098998530798939), ('are', 7.092298984527588, 0.005250732564427678)]"
meta-llama/Llama-3.2-1B,"In 1973, after the school bell, he", was,"[('was', 10.825451850891113, 0.21833727954569007), ('will', 7.76113748550415, 0.010193259369134953), ('is', 12.07961368560791, 0.7652502127013809), ('were', 5.087272644042969, 0.0007031829453719748), ('are', 7.147075653076172, 0.005516065438421988)]"
meta-llama/Llama-3.2-1B,"In 1974, after the school bell, he", was,"[('was', 10.84424877166748, 0.20898488685307326), ('will', 7.784885406494141, 0.009805059936390748), ('is', 12.154492378234863, 0.7747229985286509), ('were', 5.155389785766602, 0.0007070901940854306), ('are', 7.256384372711182, 0.005779964487799643)]"
meta-llama/Llama-3.2-1B,"In 1975, after the school bell, he", was,"[('was', 10.819235801696777, 0.2080017364824404), ('will', 7.900051116943359, 0.011227450794540052), ('is', 12.133355140686035, 0.7740726770112936), ('were', 5.172786712646484, 0.0007342522379921648), ('are', 7.267411231994629, 0.005963883473733714)]"
meta-llama/Llama-3.2-1B,"In 1976, after the school bell, he", was,"[('was', 10.776765823364258, 0.1998078273676957), ('will', 7.856414794921875, 0.010772590731885584), ('is', 12.142085075378418, 0.7826419357267029), ('were', 5.136739730834961, 0.0007098723945625159), ('are', 7.2824015617370605, 0.0060677737791532595)]"
meta-llama/Llama-3.2-1B,"In 1977, after the school bell, he", was,"[('was', 10.772035598754883, 0.2019092304401255), ('will', 7.905413627624512, 0.011486773821598717), ('is', 12.123210906982422, 0.7797657471277172), ('were', 5.144796848297119, 0.0007265699563591202), ('are', 7.274418830871582, 0.006111678654199461)]"
meta-llama/Llama-3.2-1B,"In 1978, after the school bell, he", was,"[('was', 10.777968406677246, 0.19731528360804443), ('will', 7.85829496383667, 0.010645416575145408), ('is', 12.158979415893555, 0.7851021863825347), ('were', 5.137125492095947, 0.0007004445733467501), ('are', 7.323611736297607, 0.006236668860928579)]"
meta-llama/Llama-3.2-1B,"In 1979, after the school bell, he", was,"[('was', 10.804115295410156, 0.19719742202419424), ('will', 7.8821821212768555, 0.010615043520474005), ('is', 12.185432434082031, 0.784873460407241), ('were', 5.194249629974365, 0.0007220504290113572), ('are', 7.405770301818848, 0.00659202361907931)]"
meta-llama/Llama-3.2-1B,"In 1980, after the school bell, he", was,"[('was', 10.748437881469727, 0.20033559438582718), ('will', 7.991708755493164, 0.01272113528988358), ('is', 12.107481956481934, 0.7798004138546557), ('were', 5.197862148284912, 0.0007783478078352535), ('are', 7.29918098449707, 0.006364508661798355)]"
